lcsc,Assembly Type,Assembly Type Batch,Assembly Process,Min Order Qty,Attrition Qty,Special Component Fee,Component Library Type
3017488,smtWeld,smtWeld,SMT,20,10,0.0,expand
3017667,smtWeld,smtWeld,SMT,5,5,0.0,expand
3017916,smtWeld,smtWeld,SMT,5,5,0.0,expand
3018491,smtWeld,smtWeld,SMT,10,4,0.0,expand
3019524,smtWeld,smtWeld,SMT,5,4,0.0,expand
7420316,smtWeld,smtWeld,SMT,20,10,0.0,expand
7420317,smtWeld,smtWeld,SMT,20,10,0.0,expand
7420318,smtWeld,smtWeld,SMT,15,10,0.0,expand
7420319,smtWeld,smtWeld,SMT,20,10,0.0,expand
7420320,smtWeld,smtWeld,SMT,20,10,0.0,expand
7420321,smtWeld,smtWeld,SMT,10,5,0.0,expand
7420322,smtWeld,smtWeld,SMT,10,5,0.0,expand
7420323,smtWeld,smtWeld,SMT,10,4,0.0,expand
7420324,smtWeld,smtWeld,SMT,10,4,0.0,expand
7420325,smtWeld,smtWeld,SMT,20,10,0.0,expand
7420326,smtWeld,smtWeld,SMT,20,6,0.0,expand
7420327,smtWeld,smtWeld,SMT,20,10,0.0,expand
7420328,smtWeld,smtWeld,SMT,20,10,0.0,expand
7420329,smtWeld,smtWeld,SMT,20,10,0.0,expand
7420330,smtWeld,smtWeld,SMT,20,12,0.0,expand
7420331,smtWeld,smtWeld,SMT,20,10,0.0,expand
7420332,smtWeld,smtWeld,SMT,15,4,0.0,expand
7420333,smtWeld,smtWeld,SMT,10,5,0.0,expand
7420334,smtWeld,smtWeld,SMT,20,10,0.0,expand
7420335,smtWeld,smtWeld,SMT,10,5,0.0,expand
7420336,smtWeld,smtWeld,SMT,10,5,0.0,expand
7420337,smtWeld,smtWeld,SMT,10,5,0.0,expand
7420338,smtWeld,smtWeld,SMT,10,5,0.0,expand
7420339,smtWeld,smtWeld,SMT,10,5,0.0,expand
7420340,smtWeld,smtWeld,SMT,10,5,0.0,expand
7420341,smtWeld,smtWeld,SMT,20,3,0.0,expand
7420342,smtWeld,smtWeld,SMT,20,10,0.0,expand
7420343,smtWeld,smtWeld,SMT,10,5,0.0,expand
7420344,smtWeld,smtWeld,SMT,10,5,0.0,expand
7420345,smtWeld,smtWeld,SMT,10,5,0.0,expand
7420346,smtWeld,smtWeld,SMT,10,5,0.0,expand
7420347,smtWeld,smtWeld,SMT,5,4,0.0,expand
7420348,smtWeld,smtWeld,SMT,10,4,0.0,expand
7420349,smtWeld,smtWeld,SMT,10,4,0.0,expand
7420350,smtWeld,smtWeld,SMT,20,10,0.0,expand
7420351,smtWeld,smtWeld,SMT,10,5,0.0,expand
7420352,smtWeld,smtWeld,SMT,10,5,0.0,expand
7420353,smtWeld,smtWeld,SMT,10,5,0.0,expand
7420354,smtWeld,smtWeld,SMT,10,5,0.0,expand
7420355,smtWeld,smtWeld,SMT,10,4,0.0,expand
7420356,smtWeld,smtWeld,SMT,10,5,0.0,expand
7420357,smtWeld,smtWeld,SMT,10,5,0.0,expand
7420358,smtWeld,smtWeld,SMT,20,10,0.0,expand
7420359,smtWeld,smtWeld,SMT,20,10,0.0,expand
7420360,smtWeld,smtWeld,SMT,20,12,0.0,expand
7420361,smtWeld,smtWeld,SMT,20,8,0.0,expand
7420362,smtWeld,smtWeld,SMT,20,8,0.0,expand
7420363,smtWeld,smtWeld,SMT,20,8,0.0,expand
7420364,smtWeld,smtWeld,SMT,20,8,0.0,expand
7420365,smtWeld,smtWeld,SMT,20,8,0.0,expand
7420366,smtWeld,smtWeld,SMT,20,8,0.0,expand
7420367,smtWeld,smtWeld,SMT,20,8,0.0,expand
7420368,smtWeld,smtWeld,SMT,5,4,0.0,expand
7420369,smtWeld,smtWeld,SMT,5,4,0.0,expand
7420370,smtWeld,smtWeld,SMT,10,5,0.0,expand
7420371,smtWeld,smtWeld,SMT,10,4,0.0,expand
7420372,smtWeld,smtWeld,SMT,20,12,0.0,expand
7420373,smtWeld,smtWeld,SMT,20,10,0.0,expand
7420374,smtWeld,smtWeld,SMT,20,8,0.0,expand
7420375,smtWeld,smtWeld,SMT,5,4,0.0,expand
7420376,smtWeld,smtWeld,SMT,5,4,0.0,expand
7420377,smtWeld,smtWeld,SMT,5,4,0.0,base
7502685,smtWeld,smtWeld,SMT,10,4,0.0,expand
7502687,smtWeld,smtWeld,SMT,10,4,0.0,expand
7502688,smtWeld,smtWeld,SMT,10,4,0.0,expand
7502691,smtWeld,smtWeld,SMT,20,10,0.0,expand
7502692,smtWeld,smtWeld,SMT,20,6,0.0,expand
7502693,smtWeld,smtWeld,SMT,20,10,0.0,expand
7502694,smtWeld,smtWeld,SMT,20,6,0.0,expand
7502695,smtWeld,smtWeld,SMT,20,6,0.0,expand
7502697,smtWeld,smtWeld,SMT,20,6,0.0,expand
7502699,smtWeld,smtWeld,SMT,20,8,0.0,expand
7502701,smtWeld,smtWeld,SMT,20,6,0.0,expand
7502702,smtWeld,smtWeld,SMT,20,8,0.0,expand
7502707,smtWeld,smtWeld,SMT,15,4,0.0,expand
7502708,smtWeld,smtWeld,SMT,15,4,0.0,expand
7502710,smtWeld,smtWeld,SMT,15,4,0.0,expand
7502712,smtWeld,smtWeld,SMT,15,4,0.0,expand
7502713,smtWeld,smtWeld,SMT,15,4,0.0,expand
7502714,smtWeld,smtWeld,SMT,20,10,0.0,expand
7502715,smtWeld,smtWeld,SMT,15,4,0.0,expand
7502716,smtWeld,smtWeld,SMT,20,6,0.0,expand
7502717,smtWeld,smtWeld,SMT,20,6,0.0,expand
7502718,smtWeld,smtWeld,SMT,20,6,0.0,expand
7502720,smtWeld,smtWeld,SMT,20,10,0.0,expand
7502726,smtWeld,smtWeld,SMT,10,4,0.0,expand
7502730,smtWeld,smtWeld,SMT,10,4,0.0,expand
18199086,smtWeld,smtWeld,SMT,15,4,0.0,expand
18199087,smtWeld,smtWeld,SMT,15,10,0.0,expand
18199088,smtWeld,smtWeld,SMT,15,4,0.0,expand
18199090,smtWeld,smtWeld,SMT,15,4,0.0,expand
18199093,smtWeld,smtWeld,SMT,15,4,0.0,expand
18199095,smtWeld,smtWeld,SMT,15,4,0.0,expand
18199098,smtWeld,smtWeld,SMT,15,4,0.0,expand
18199100,smtWeld,smtWeld,SMT,15,4,0.0,expand
18199101,smtWeld,smtWeld,SMT,5,2,0.0,expand
18199102,smtWeld,smtWeld,SMT,5,2,0.0,expand
18199103,smtWeld,smtWeld,SMT,2,0,0.0,expand
18199104,smtWeld,smtWeld,SMT,5,2,0.0,expand
18199105,smtWeld,smtWeld,SMT,5,2,0.0,expand
18199106,smtWeld,smtWeld,SMT,2,0,0.0,expand
18199107,smtWeld,smtWeld,SMT,2,0,0.0,expand
18199108,smtWeld,smtWeld,SMT,2,0,0.0,expand
18199109,smtWeld,smtWeld,SMT,2,0,0.0,expand
18199110,smtWeld,smtWeld,SMT,2,0,0.0,expand
18199111,smtWeld,smtWeld,SMT,2,0,0.0,expand
18199112,smtWeld,smtWeld,SMT,5,2,0.0,expand
18199117,smtWeld,smtWeld,SMT,15,4,0.0,expand
18199118,smtWeld,smtWeld,SMT,15,4,0.0,expand
18199123,smtWeld,smtWeld,SMT,15,4,0.0,expand
18199124,smtWeld,smtWeld,SMT,15,4,0.0,expand
18199125,smtWeld,smtWeld,SMT,20,10,0.0,expand
18199126,smtWeld,smtWeld,SMT,15,4,0.0,expand
18199132,smtWeld,smtWeld,SMT,15,4,0.0,expand
18199133,smtWeld,smtWeld,SMT,15,4,0.0,expand
18199134,smtWeld,smtWeld,SMT,5,2,0.0,expand
18199137,smtWeld,smtWeld,SMT,15,4,0.0,expand
18199138,smtWeld,smtWeld,SMT,15,4,0.0,expand
18199139,smtWeld,smtWeld,SMT,15,4,0.0,expand
18199140,smtWeld,smtWeld,SMT,15,4,0.0,expand
18199144,smtWeld,smtWeld,SMT,2,1,0.0,expand
18199154,smtWeld,smtWeld,SMT,15,4,0.0,expand
18199155,smtWeld,smtWeld,SMT,15,4,0.0,expand
18199156,smtWeld,smtWeld,SMT,15,4,0.0,expand
18199157,smtWeld,smtWeld,SMT,15,4,0.0,expand
18199158,smtWeld,smtWeld,SMT,15,4,0.0,expand
18199159,smtWeld,smtWeld,SMT,15,4,0.0,expand
18199161,smtWeld,smtWeld,SMT,15,4,0.0,expand
18199164,smtWeld,smtWeld,SMT,2,0,0.0,expand
18199168,smtWeld,smtWeld,SMT,5,4,0.0,expand
18199169,smtWeld,smtWeld,SMT,5,4,0.0,expand
18199170,smtWeld,smtWeld,SMT,5,4,0.0,expand
18199171,smtWeld,smtWeld,SMT,5,4,0.0,expand
18199172,smtWeld,smtWeld,SMT,5,4,0.0,expand
18199173,smtWeld,smtWeld,SMT,5,4,0.0,expand
18199174,smtWeld,smtWeld,SMT,5,4,0.0,expand
18199175,smtWeld,smtWeld,SMT,15,4,0.0,expand
18199176,smtWeld,smtWeld,SMT,15,4,0.0,expand
18199177,smtWeld,smtWeld,SMT,15,4,0.0,expand
18199178,smtWeld,smtWeld,SMT,15,4,0.0,expand
18199183,smtWeld,smtWeld,SMT,5,2,0.0,expand
18199190,smtWeld,smtWeld,SMT,2,0,0.0,expand
18199193,smtWeld,smtWeld,SMT,2,0,0.0,expand
18199196,smtWeld,smtWeld,SMT,5,4,0.0,expand
18199197,smtWeld,smtWeld,SMT,15,4,0.0,expand
18199198,smtWeld,smtWeld,SMT,15,4,0.0,expand
18199202,smtWeld,smtWeld,SMT,5,4,0.0,expand
18199203,smtWeld,smtWeld,SMT,15,4,0.0,expand
18199206,smtWeld,smtWeld,SMT,5,2,0.0,expand
18199209,smtWeld,smtWeld,SMT,2,0,0.0,expand
18199211,smtWeld,smtWeld,SMT,2,0,0.0,expand
19077392,smtWeld,smtWeld,SMT,15,4,0.0,expand
19077393,smtWeld,smtWeld,SMT,15,8,0.0,expand
19077394,smtWeld,smtWeld,SMT,15,4,0.0,expand
19077395,smtWeld,smtWeld,SMT,15,4,0.0,expand
19077396,smtWeld,smtWeld,SMT,15,4,0.0,expand
19077397,smtWeld,smtWeld,SMT,15,4,0.0,expand
19077398,smtWeld,smtWeld,SMT,15,4,0.0,expand
19077399,smtWeld,smtWeld,SMT,15,4,0.0,expand
19077400,smtWeld,smtWeld,SMT,15,4,0.0,expand
19077401,smtWeld,smtWeld,SMT,15,10,0.0,expand
19077402,smtWeld,smtWeld,SMT,15,10,0.0,expand
19077403,smtWeld,smtWeld,SMT,15,4,0.0,expand
19077404,smtWeld,smtWeld,SMT,15,4,0.0,expand
19077405,smtWeld,smtWeld,SMT,15,4,0.0,expand
19077406,smtWeld,smtWeld,SMT,15,4,0.0,expand
19077407,smtWeld,smtWeld,SMT,15,4,0.0,expand
19077408,smtWeld,smtWeld,SMT,15,4,0.0,expand
19077409,smtWeld,smtWeld,SMT,15,4,0.0,expand
19077410,smtWeld,smtWeld,SMT,15,10,0.0,expand
19077411,smtWeld,smtWeld,SMT,15,4,0.0,expand
19077412,smtWeld,smtWeld,SMT,15,4,0.0,expand
19077413,smtWeld,smtWeld,SMT,15,10,0.0,expand
19077414,smtWeld,smtWeld,SMT,15,4,0.0,expand
19077415,smtWeld,smtWeld,SMT,15,4,0.0,expand
19077416,smtWeld,smtWeld,SMT,15,4,0.0,expand
19077417,smtWeld,smtWeld,SMT,15,4,0.0,expand
19077418,smtWeld,smtWeld,SMT,15,4,0.0,expand
19077419,smtWeld,smtWeld,SMT,15,4,0.0,expand
19077420,smtWeld,smtWeld,SMT,15,4,0.0,expand
19077421,smtWeld,smtWeld,SMT,15,4,0.0,expand
19077422,smtWeld,smtWeld,SMT,15,4,0.0,expand
19077423,smtWeld,smtWeld,SMT,15,4,0.0,expand
19077424,smtWeld,smtWeld,SMT,15,4,0.0,expand
19077425,smtWeld,smtWeld,SMT,20,10,0.0,expand
19077426,smtWeld,smtWeld,SMT,15,4,0.0,expand
19077427,smtWeld,smtWeld,SMT,15,4,0.0,expand
19077428,smtWeld,smtWeld,SMT,15,4,0.0,expand
19077429,smtWeld,smtWeld,SMT,15,4,0.0,expand
19077430,smtWeld,smtWeld,SMT,15,4,0.0,expand
19077431,smtWeld,smtWeld,SMT,20,10,0.0,expand
19077432,smtWeld,smtWeld,SMT,15,4,0.0,expand
19077433,smtWeld,smtWeld,SMT,15,4,0.0,expand
19077434,smtWeld,smtWeld,SMT,20,6,0.0,expand
19077435,smtWeld,smtWeld,SMT,20,6,0.0,expand
19077436,smtWeld,smtWeld,SMT,20,6,0.0,expand
19077437,smtWeld,smtWeld,SMT,20,10,0.0,expand
19077438,smtWeld,smtWeld,SMT,20,6,0.0,expand
19077439,smtWeld,smtWeld,SMT,20,10,0.0,expand
19077440,smtWeld,smtWeld,SMT,20,10,0.0,expand
19077441,smtWeld,smtWeld,SMT,20,8,0.0,expand
19077442,smtWeld,smtWeld,SMT,20,6,0.0,expand
19077443,smtWeld,smtWeld,SMT,20,6,0.0,expand
19077444,smtWeld,smtWeld,SMT,20,6,0.0,expand
19077445,smtWeld,smtWeld,SMT,20,6,0.0,expand
19077446,smtWeld,smtWeld,SMT,20,6,0.0,expand
19077447,smtWeld,smtWeld,SMT,20,6,0.0,expand
19077448,smtWeld,smtWeld,SMT,20,6,0.0,expand
19077449,smtWeld,smtWeld,SMT,20,6,0.0,expand
19077450,smtWeld,smtWeld,SMT,20,6,0.0,expand
19077451,smtWeld,smtWeld,SMT,20,6,0.0,expand
19077452,smtWeld,smtWeld,SMT,20,6,0.0,expand
19077453,smtWeld,smtWeld,SMT,20,6,0.0,expand
19077454,smtWeld,smtWeld,SMT,20,6,0.0,expand
19077455,smtWeld,smtWeld,SMT,20,6,0.0,expand
19077456,smtWeld,smtWeld,SMT,20,6,0.0,expand
19077457,smtWeld,smtWeld,SMT,20,6,0.0,expand
19077458,smtWeld,smtWeld,SMT,20,6,0.0,expand
19077459,smtWeld,smtWeld,SMT,20,6,0.0,expand
19077460,smtWeld,smtWeld,SMT,20,6,0.0,expand
19077461,smtWeld,smtWeld,SMT,20,6,0.0,expand
19077462,smtWeld,smtWeld,SMT,20,6,0.0,expand
19077463,smtWeld,smtWeld,SMT,20,6,0.0,expand
19077464,smtWeld,smtWeld,SMT,20,8,0.0,expand
19077465,smtWeld,smtWeld,SMT,20,6,0.0,expand
19077467,smtWeld,smtWeld,SMT,10,4,0.0,expand
19077468,smtWeld,smtWeld,SMT,10,4,0.0,expand
19077469,smtWeld,smtWeld,SMT,10,4,0.0,expand
19077470,smtWeld,smtWeld,SMT,10,4,0.0,expand
19077471,smtWeld,smtWeld,SMT,10,4,0.0,expand
19077473,smtWeld,smtWeld,SMT,10,4,0.0,expand
19077474,smtWeld,smtWeld,SMT,5,4,0.0,expand
19077475,smtWeld,smtWeld,SMT,5,4,0.0,expand
19077476,smtWeld,smtWeld,SMT,5,4,0.0,expand
19077477,smtWeld,smtWeld,SMT,5,4,0.0,expand
19077478,smtWeld,smtWeld,SMT,5,4,0.0,expand
19077479,smtWeld,smtWeld,SMT,5,4,0.0,expand
19077480,smtWeld,smtWeld,SMT,5,4,0.0,expand
19077481,smtWeld,smtWeld,SMT,5,4,0.0,expand
19077482,smtWeld,smtWeld,SMT,5,4,0.0,expand
19077484,smtWeld,smtWeld,SMT,5,4,0.0,expand
19077485,smtWeld,smtWeld,SMT,5,4,0.0,expand
19077487,smtWeld,smtWeld,SMT,5,4,0.0,expand
19077489,smtWeld,smtWeld,SMT,5,4,0.0,expand
19077490,smtWeld,smtWeld,SMT,5,4,0.0,expand
19077491,smtWeld,smtWeld,SMT,5,4,0.0,expand
19077493,smtWeld,smtWeld,SMT,5,2,0.0,expand
19077494,smtWeld,smtWeld,SMT,5,2,0.0,expand
19077495,smtWeld,smtWeld,SMT,5,2,0.0,expand
19077497,smtWeld,smtWeld,SMT,15,4,0.0,expand
19077498,smtWeld,smtWeld,SMT,15,4,0.0,expand
19077501,smtWeld,smtWeld,SMT,15,4,0.0,expand
19077502,smtWeld,smtWeld,SMT,15,4,0.0,expand
19077503,smtWeld,smtWeld,SMT,15,4,0.0,expand
19077504,smtWeld,smtWeld,SMT,15,4,0.0,expand
19077505,smtWeld,smtWeld,SMT,15,4,0.0,expand
19077506,smtWeld,smtWeld,SMT,15,4,0.0,expand
19077507,smtWeld,smtWeld,SMT,15,4,0.0,expand
19077508,smtWeld,smtWeld,SMT,15,4,0.0,expand
19077512,smtWeld,smtWeld,SMT,15,4,0.0,expand
19077513,smtWeld,smtWeld,SMT,15,4,0.0,expand
19077514,smtWeld,smtWeld,SMT,15,4,0.0,expand
19077515,smtWeld,smtWeld,SMT,15,8,0.0,expand
19077516,smtWeld,smtWeld,SMT,15,4,0.0,expand
19077517,smtWeld,smtWeld,SMT,15,4,0.0,expand
19077518,smtWeld,smtWeld,SMT,15,4,0.0,expand
19077519,smtWeld,smtWeld,SMT,15,4,0.0,expand
19077520,smtWeld,smtWeld,SMT,15,4,0.0,expand
19077521,smtWeld,smtWeld,SMT,15,4,0.0,expand
19077525,smtWeld,smtWeld,SMT,5,4,0.0,expand
19077529,smtWeld,smtWeld,SMT,5,2,0.0,expand
19077530,smtWeld,smtWeld,SMT,5,2,0.0,expand
19077533,smtWeld,smtWeld,SMT,5,2,0.0,expand
19077534,smtWeld,smtWeld,SMT,5,2,0.0,expand
19077535,smtWeld,smtWeld,SMT,5,4,0.0,expand
19077537,smtWeld,smtWeld,SMT,5,2,0.0,expand
19077539,smtWeld,smtWeld,SMT,5,2,0.0,expand
19077540,smtWeld,smtWeld,SMT,5,2,0.0,expand
19077541,smtWeld,smtWeld,SMT,5,4,0.0,expand
19077546,smtWeld,smtWeld,SMT,5,2,0.0,expand
19077548,smtWeld,smtWeld,SMT,5,4,0.0,expand
19077549,smtWeld,smtWeld,SMT,5,2,0.0,expand
19077553,smtWeld,smtWeld,SMT,5,2,0.0,expand
19077554,smtWeld,smtWeld,SMT,5,4,0.0,expand
19077555,smtWeld,smtWeld,SMT,5,2,0.0,expand
19077556,smtWeld,smtWeld,SMT,5,2,0.0,expand
19077557,smtWeld,smtWeld,SMT,5,2,0.0,expand
19077559,smtWeld,smtWeld,SMT,5,2,0.0,expand
19077560,smtWeld,smtWeld,SMT,5,2,0.0,expand
19077563,smtWeld,smtWeld,SMT,5,2,0.0,expand
19077564,smtWeld,smtWeld,SMT,5,2,0.0,expand
19077565,smtWeld,smtWeld,SMT,5,2,0.0,expand
19077567,smtWeld,smtWeld,SMT,5,2,0.0,expand
19077568,smtWeld,smtWeld,SMT,5,2,0.0,expand
19077569,smtWeld,smtWeld,SMT,5,2,0.0,expand
19077570,smtWeld,smtWeld,SMT,5,2,0.0,expand
19077571,smtWeld,smtWeld,SMT,5,2,0.0,expand
19077572,smtWeld,smtWeld,SMT,5,2,0.0,expand
19077573,smtWeld,smtWeld,SMT,5,2,0.0,expand
19077574,smtWeld,smtWeld,SMT,5,2,0.0,expand
19077575,smtWeld,smtWeld,SMT,5,2,0.0,expand
19077576,smtWeld,smtWeld,SMT,5,2,0.0,expand
19077577,smtWeld,smtWeld,SMT,5,2,0.0,expand
19077578,smtWeld,smtWeld,SMT,5,2,0.0,expand
19077580,smtWeld,smtWeld,SMT,5,2,0.0,expand
19077583,smtWeld,smtWeld,SMT,5,2,0.0,expand
19077586,smtWeld,smtWeld,SMT,5,2,0.0,expand
19077587,smtWeld,smtWeld,SMT,5,2,0.0,expand
19077590,smtWeld,smtWeld,SMT,5,2,0.0,expand
19077592,smtWeld,smtWeld,SMT,5,2,0.0,expand
19077593,smtWeld,smtWeld,SMT,5,2,0.0,expand
19077594,smtWeld,smtWeld,SMT,5,2,0.0,expand
19077595,smtWeld,smtWeld,SMT,5,2,0.0,expand
19077597,smtWeld,smtWeld,SMT,5,2,0.0,expand
19077598,smtWeld,smtWeld,SMT,5,2,0.0,expand
19077599,smtWeld,smtWeld,SMT,5,2,0.0,expand
19077600,smtWeld,smtWeld,SMT,5,2,0.0,expand
19077601,smtWeld,smtWeld,SMT,5,2,0.0,expand
19077602,smtWeld,smtWeld,SMT,5,2,0.0,expand
19077603,smtWeld,smtWeld,SMT,2,0,0.0,expand
19077604,smtWeld,smtWeld,SMT,2,0,0.0,expand
19077606,smtWeld,smtWeld,SMT,2,0,0.0,expand
19077607,smtWeld,smtWeld,SMT,2,0,0.0,expand
19077608,smtWeld,smtWeld,SMT,2,0,0.0,expand
19077609,smtWeld,smtWeld,SMT,2,0,0.0,expand
19077610,smtWeld,smtWeld,SMT,2,0,0.0,expand
19077611,smtWeld,smtWeld,SMT,2,0,0.0,expand
20069125,smtWeld,smtWeld,SMT,10,4,0.0,expand
20069126,smtWeld,smtWeld,SMT,10,4,0.0,expand
20069127,smtWeld,smtWeld,SMT,10,10,0.0,expand
20069128,smtWeld,smtWeld,SMT,5,2,0.0,expand
20069129,smtWeld,smtWeld,SMT,10,4,0.0,expand
20069130,smtWeld,smtWeld,SMT,10,4,0.0,expand
20069131,smtWeld,smtWeld,SMT,10,4,0.0,expand
20069132,smtWeld,smtWeld,SMT,10,4,0.0,expand
20069133,smtWeld,smtWeld,SMT,5,2,0.0,expand
20069134,smtWeld,smtWeld,SMT,10,4,0.0,expand
20069135,smtWeld,smtWeld,SMT,10,4,0.0,expand
20069136,smtWeld,smtWeld,SMT,10,4,0.0,expand
20069137,smtWeld,smtWeld,SMT,10,4,0.0,expand
20069138,smtWeld,smtWeld,SMT,10,4,0.0,expand
20069139,smtWeld,smtWeld,SMT,10,4,0.0,expand
20069140,smtWeld,smtWeld,SMT,10,4,0.0,expand
20069141,smtWeld,smtWeld,SMT,5,4,0.0,expand
20069142,smtWeld,smtWeld,SMT,10,4,0.0,expand
20069143,smtWeld,smtWeld,SMT,10,4,0.0,expand
20069144,smtWeld,smtWeld,SMT,5,2,0.0,expand
20069145,smtWeld,smtWeld,SMT,5,2,0.0,expand
20069146,smtWeld,smtWeld,SMT,10,4,0.0,expand
20069147,smtWeld,smtWeld,SMT,10,4,0.0,expand
20069148,smtWeld,smtWeld,SMT,10,4,0.0,expand
20069149,smtWeld,smtWeld,SMT,10,4,0.0,expand
20069150,smtWeld,smtWeld,SMT,5,4,0.0,expand
20069151,smtWeld,smtWeld,SMT,5,4,0.0,expand
20069154,smtWeld,smtWeld,SMT,10,4,0.0,expand
20069155,smtWeld,smtWeld,SMT,10,4,0.0,expand
20069156,smtWeld,smtWeld,SMT,5,2,0.0,expand
20615778,smtWeld,smtWeld,SMT,20,12,0.0,expand
20615779,smtWeld,smtWeld,SMT,20,10,0.0,expand
20615780,smtWeld,smtWeld,SMT,20,8,0.0,expand
20615781,smtWeld,smtWeld,SMT,20,10,0.0,expand
20615782,smtWeld,smtWeld,SMT,20,8,0.0,expand
20615783,smtWeld,smtWeld,SMT,20,8,0.0,expand
20615784,smtWeld,smtWeld,SMT,20,10,0.0,expand
20615785,smtWeld,smtWeld,SMT,20,10,0.0,expand
20615786,smtWeld,smtWeld,SMT,20,8,0.0,expand
20615787,smtWeld,smtWeld,SMT,20,10,0.0,expand
20615788,smtWeld,smtWeld,SMT,20,10,0.0,expand
20615790,smtWeld,smtWeld,SMT,20,10,0.0,expand
20615791,smtWeld,smtWeld,SMT,20,10,0.0,expand
20615792,smtWeld,smtWeld,SMT,20,8,0.0,expand
20615795,smtWeld,smtWeld,SMT,10,5,0.0,expand
20615796,smtWeld,smtWeld,SMT,5,4,0.0,expand
20615797,smtWeld,smtWeld,SMT,5,4,0.0,expand
20615798,smtWeld,smtWeld,SMT,5,4,0.0,expand
20615799,smtWeld,smtWeld,SMT,5,4,0.0,expand
20615800,smtWeld,smtWeld,SMT,5,4,0.0,expand
20615801,smtWeld,smtWeld,SMT,5,4,0.0,expand
20615802,smtWeld,smtWeld,SMT,5,4,0.0,expand
20615803,smtWeld,smtWeld,SMT,20,6,0.0,expand
20615804,smtWeld,smtWeld,SMT,20,6,0.0,expand
20615805,smtWeld,smtWeld,SMT,20,6,0.0,expand
20615806,smtWeld,smtWeld,SMT,20,6,0.0,expand
20615807,smtWeld,smtWeld,SMT,5,4,0.0,expand
20615808,smtWeld,smtWeld,SMT,20,6,0.0,expand
20615809,smtWeld,smtWeld,SMT,5,4,0.0,expand
20615810,smtWeld,smtWeld,SMT,5,4,0.0,expand
20615811,smtWeld,smtWeld,SMT,5,4,0.0,expand
20615812,smtWeld,smtWeld,SMT,5,4,0.0,expand
20615813,smtWeld,smtWeld,SMT,20,6,0.0,expand
20615814,smtWeld,smtWeld,SMT,5,4,0.0,expand
20615815,smtWeld,smtWeld,SMT,20,6,0.0,expand
20615816,smtWeld,smtWeld,SMT,20,6,0.0,expand
20615817,smtWeld,smtWeld,SMT,20,6,0.0,expand
20615818,smtWeld,smtWeld,SMT,20,6,0.0,expand
20615819,smtWeld,smtWeld,SMT,20,6,0.0,expand
20615820,smtWeld,smtWeld,SMT,20,6,0.0,expand
20615821,smtWeld,smtWeld,SMT,20,6,0.0,expand
20615822,smtWeld,smtWeld,SMT,20,6,0.0,expand
20615823,smtWeld,smtWeld,SMT,10,4,0.0,expand
20615824,smtWeld,smtWeld,SMT,10,4,0.0,expand
20615825,smtWeld,smtWeld,SMT,5,4,0.0,expand
20615826,smtWeld,smtWeld,SMT,10,4,0.0,expand
20615827,smtWeld,smtWeld,SMT,5,4,0.0,expand
20615828,smtWeld,smtWeld,SMT,5,4,0.0,expand
20615829,smtWeld,smtWeld,SMT,5,4,0.0,expand
20615830,smtWeld,smtWeld,SMT,5,4,0.0,expand
20617908,smtWeld,smtWeld,SMT,20,8,0.0,expand
20617909,smtWeld,smtWeld,SMT,20,10,0.0,expand
20617910,smtWeld,smtWeld,SMT,20,8,0.0,expand
20617911,smtWeld,smtWeld,SMT,20,10,0.0,expand
20617912,smtWeld,smtWeld,SMT,20,8,0.0,expand
20617913,smtWeld,smtWeld,SMT,5,4,0.0,expand
20617914,smtWeld,smtWeld,SMT,5,4,0.0,expand
20617915,smtWeld,smtWeld,SMT,20,6,0.0,expand
20617916,smtWeld,smtWeld,SMT,5,4,0.0,expand
20617917,smtWeld,smtWeld,SMT,5,4,0.0,expand
20617918,smtWeld,smtWeld,SMT,20,6,0.0,expand
20617919,smtWeld,smtWeld,SMT,20,6,0.0,expand
20617920,smtWeld,smtWeld,SMT,20,6,0.0,expand
20617921,smtWeld,smtWeld,SMT,20,6,0.0,expand
20617922,smtWeld,smtWeld,SMT,20,6,0.0,expand
20617923,smtWeld,smtWeld,SMT,5,4,0.0,expand
20617924,smtWeld,smtWeld,SMT,10,4,0.0,expand
20617925,smtWeld,smtWeld,SMT,10,4,0.0,expand
20617926,smtWeld,smtWeld,SMT,5,4,0.0,expand
20617927,smtWeld,smtWeld,SMT,5,4,0.0,expand
20617928,smtWeld,smtWeld,SMT,5,4,0.0,expand
22375287,smtWeld,smtWeld,SMT,20,6,0.0,expand
22375288,smtWeld,smtWeld,SMT,20,6,0.0,expand
22375289,smtWeld,smtWeld,SMT,20,6,0.0,expand
22375290,smtWeld,smtWeld,SMT,20,6,0.0,expand
22375291,smtWeld,smtWeld,SMT,20,6,0.0,expand
22375292,smtWeld,smtWeld,SMT,20,6,0.0,expand
22375293,smtWeld,smtWeld,SMT,20,6,0.0,expand
22375294,smtWeld,smtWeld,SMT,20,6,0.0,expand
22375295,smtWeld,smtWeld,SMT,15,4,0.0,expand
22375296,smtWeld,smtWeld,SMT,15,4,0.0,expand
22375297,smtWeld,smtWeld,SMT,15,4,0.0,expand
22375298,smtWeld,smtWeld,SMT,20,6,0.0,expand
22375299,smtWeld,smtWeld,SMT,20,6,0.0,expand
22375300,smtWeld,smtWeld,SMT,20,6,0.0,expand
22379454,smtWeld,smtWeld,SMT,20,6,0.0,expand
22379455,smtWeld,smtWeld,SMT,15,4,0.0,expand
